"","Name","Country","Age","Height","Weight","Sex","Sport","Event","Medals","Gold","Silver","Bronze"
"8902","Toghrul Asgarov","Azerbaijan",19,172,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8903","Anatolie Ilarionovitch Guidea","Bulgaria",35,165,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8904","Jong Myong Ri","Democratic People's Republic  of Korea",27,164,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8905","Hassan Ibrahim Madany Ibrahim","Egypt",33,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8906","Didier Pais","France",29,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8907","Malkhaz Zarkua","Georgia",26,169,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8908","Tim Schleicher","Germany",23,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8909","Masoud Esmaeilpoorjouybari","Islamic Republic of Iran",23,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8910","Kenichi Yumoto","Japan",27,166,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8911","Franklin Gomez Matos","Puerto Rico",25,170,66,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8912","Seungchul Lee","Republic of Korea",24,174,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8913","Besik Kudukhov","Russian Federation",25,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8914","Vasyl Fedoryshyn","Ukraine",31,168,68,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8915","Coleman Scott","United States of America",26,168,60,"M","Wrestling","Men's 60kg Freestyle","","","",NA
"8916","Tarek Aziz Benaissa","Algeria",21,172,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8917","Hasan Aliyev","Azerbaijan",22,170,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8918","Ivo Serafimov Angelov","Bulgaria",27,164,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8919","Sayed Abdelmonem Sayed Hamed","Egypt",23,170,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8920","Matti Tapio Kettunen","Finland",29,163,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8921","Tarik Belmadani","France",24,167,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8922","Revaz Lashkhi","Georgia",24,172,60,"M","Wrestling","Men's 60kg Greco-Roman","YES","","1",NA
"8923","Omid Haji Noroozi","Islamic Republic of Iran",26,174,60,"M","Wrestling","Men's 60kg Greco-Roman","YES","1","",NA
"8924","Ryutaro Matsumoto","Japan",26,168,60,"M","Wrestling","Men's 60kg Greco-Roman","YES","","",1
"8925","Almat Kebispayev","Kazakhstan",24,166,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8926","Jihyun Jung","Republic of Korea",29,165,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8927","Zaur Kuramagomedov","Russian Federation",24,162,60,"M","Wrestling","Men's 60kg Greco-Roman","YES","","",1
"8928","Rahman Bilici","Turkey",27,160,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8929","Lenur Temirov","Ukraine",22,167,66,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8930","Ellis E Coleman","United States of America",20,175,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8931","Luis Ygnacio Liendo","Venezuela",31,172,60,"M","Wrestling","Men's 60kg Greco-Roman","","","",NA
"8932","Devid Safaryan","Armenia",23,170,66,"M","Wrestling","Men's 66kg Freestyle","","","",NA
"8933","Jabrayil Hasanov","Azerbaijan",22,169,66,"M","Wrestling","Men's 66kg Freestyle","","","",NA
"8934","Ali Shabanau","Belarus",22,170,66,"M","Wrestling","Men's 66kg Freestyle","","","",NA
